,ENSG00000022267.19,ENSG00000031081.11,ENSG00000047648.23,ENSG00000066405.13,ENSG00000070778.13,ENSG00000072163.20,ENSG00000072657.9,ENSG00000073754.6,ENSG00000078081.8,ENSG00000092051.17,ENSG00000094963.14,ENSG00000101280.8,ENSG00000102104.9,ENSG00000102683.8,ENSG00000102760.13,ENSG00000105971.15,ENSG00000105974.13,ENSG00000107742.13,ENSG00000108381.11,ENSG00000108576.10,ENSG00000109205.16,ENSG00000111052.7,ENSG00000112782.19,ENSG00000114790.13,ENSG00000114854.8,ENSG00000115361.8,ENSG00000118526.7,ENSG00000120156.22,ENSG00000120913.23,ENSG00000121691.7,ENSG00000123119.12,ENSG00000125459.17,ENSG00000128268.12,ENSG00000131471.7,ENSG00000131831.18,ENSG00000134020.8,ENSG00000134115.13,ENSG00000134917.10,ENSG00000135052.16,ENSG00000135063.19,ENSG00000135218.19,ENSG00000135604.10,ENSG00000136160.17,ENSG00000138821.13,ENSG00000139304.16,ENSG00000139567.13,ENSG00000140600.17,ENSG00000141338.14,ENSG00000143590.14,ENSG00000144843.11,ENSG00000150625.16,ENSG00000151718.16,ENSG00000154342.6,ENSG00000154721.15,ENSG00000154783.12,ENSG00000155511.18,ENSG00000155897.10,ENSG00000157654.19,ENSG00000158435.8,ENSG00000158764.7,ENSG00000159307.19,ENSG00000159708.18,ENSG00000161649.13,ENSG00000163501.7,ENSG00000163815.6,ENSG00000165197.5,ENSG00000166123.14,ENSG00000167434.10,ENSG00000167588.13,ENSG00000168309.18,ENSG00000168481.9,ENSG00000168484.12,ENSG00000168497.5,ENSG00000168539.4,ENSG00000168952.15,ENSG00000169218.14,ENSG00000169252.6,ENSG00000169418.10,ENSG00000170323.9,ENSG00000170989.10,ENSG00000171885.18,ENSG00000176771.17,ENSG00000179133.15,ENSG00000180440.4,ENSG00000182010.11,ENSG00000183010.17,ENSG00000183019.7,ENSG00000186994.11,ENSG00000196616.14,ENSG00000197465.14,ENSG00000198358.4,ENSG00000198873.12,ENSG00000204305.14,ENSG00000213853.10,ENSG00000224215.1,ENSG00000227051.7,ENSG00000234281.5,ENSG00000238018.2,ENSG00000241644.2,ENSG00000243566.7,ENSG00000244215.2,ENSG00000244280.1,ENSG00000248551.1,ENSG00000249741.2,ENSG00000257894.2,ENSG00000261371.6,ENSG00000261863.1,ENSG00000263155.6,ENSG00000268388.6,ENSG00000277494.2,Label
TCGA-73-4670-01A-01R-1206-07,1264,1178,130,175,601,1128,1,2,1031,8,314,11,1,6,1467,3911,3521,874,15,3,4,107,265,280,51,25,105,393,1309,4176,60,1076,151,4583,236,246,12,20,29909,24,764,447,611,1983,1,1821,0,124,844,461,5,2257,25,356,703,14,8,4775,6763,3,2189,16,2,1,67,23,3004,29,107,186,24,1112,870,0,116,12,76,548,219,1337,1202,47,5,1,163,18840,265,181,136,8,0,666,469,5180,0,608,5,23,358,123,0,12,0,14,6,14644,1,172,69,73,1
TCGA-05-5420-01A-01R-1628-07,366,783,37,658,112,120,46,0,2832,36,694,0,4,1,1769,605,1088,2066,22,7,5,187,388,184,147,51,24,177,241,4988,74,246,63,373,115,673,32,25,13582,26,1131,870,280,5455,5,992,5,116,50,393,29,343,0,152,222,5,0,1462,2224,9,25,55,3,9,96,36,3211,6,34,78,46,30728,1173,0,43,6,108,88,131,482,3162,15,1,0,185,1969,107,34,702,7,0,260,972,2488,2,145,17,2,349,63,0,1,0,4,8,7093,5,20,31,9,1
TCGA-95-7562-01A-11R-2241-07,445,1128,121,7,294,390,3,0,11348,27,249,0,0,7,1101,1053,1319,2294,4,5,1,102,287,1975,16,549,37,422,1175,3830,79,987,162,691,477,38,50,42,19586,280,136,394,462,11555,0,1307,1,37,569,483,95,1032,26,337,1103,5,1,4827,5182,0,30,37,1,11,88,4,5125,12,16,317,2,53,252,1,74,29,621,155,9,784,308,182,20,11,869,4201,38,60,13,10,1,946,79,10336,6,3105,1,12,209,10,0,1,2,11,10,7833,1,22,59,22,1
TCGA-95-7947-01A-11R-2187-07,1121,2437,217,3044,1220,538,32,1,7453,49,1746,4,7,7,1720,3339,3637,4685,49,327,6,107,5764,2147,205,888,192,806,589,5408,95,897,416,1556,395,413,87,169,26692,1322,991,425,816,3682,10,2198,16,334,183,1064,50,1986,49,777,933,31,12,14260,5191,43,133,137,58,18,216,201,2368,207,345,778,179,24550,1279,30,899,12,436,561,220,1423,4577,300,43,14,1351,3092,77,191,2036,13,5,884,3744,36765,7,489,31,48,883,714,7,18,1,11,29,11074,18,77,367,368,1
TCGA-55-8090-01A-11R-2241-07,1528,2372,247,2802,1564,1100,57,19,8083,70,1787,18,14,36,2700,5480,6456,4454,51,334,15,172,2058,725,321,152,198,799,1294,5892,111,561,479,3144,510,817,109,362,26240,1014,1433,557,836,13427,20,2457,22,543,191,1106,126,1969,76,552,1275,103,10,9724,4872,79,250,120,50,40,352,434,2074,120,340,538,381,70327,1478,21,176,32,524,398,700,1075,6093,388,37,66,2126,3158,520,461,1944,30,5,1425,8544,11183,5,1571,23,118,1327,757,26,59,5,14,39,8971,18,139,652,129,1
TCGA-73-7498-01A-12R-2187-07,7060,4366,893,8503,2823,3276,55,9,5695,164,4395,19,26,44,6342,6656,13723,7331,157,316,20,339,2981,1219,496,357,1044,1963,2221,8619,165,1268,460,11192,1314,2202,97,1159,10090,2063,1351,543,4152,10042,42,4182,6,1477,558,1351,208,2599,113,1936,2885,513,2,7323,5498,93,322,154,77,22,948,1450,3923,393,192,1188,4594,75123,5385,20,276,74,300,2137,286,3454,10831,330,10,25,1027,6205,642,835,9316,27,10,2719,10497,44659,5,1977,40,226,5526,508,10,742,0,22,378,24908,14,109,788,427,1
TCGA-44-6146-01A-11R-A278-07,887,777,197,59696,894,80,12,0,2244,7,937,5,6,9,944,2153,2588,1631,132,98,29,88,1511,318,136,123,67,566,376,4035,152,99,3248,911,433,197,68,270,36430,291,722,133,1251,4453,53,582,4,417,29,198,142,1320,19,294,404,160,1,2780,2246,33,123,19,13,1319,98,290,1859,106,168,189,95,23518,1203,35,185,16,150,593,24,802,3584,167,5,31,499,2049,4,99,1741,9,5,1386,2655,7266,2,532,17,57,1441,159,1,55,1,9,10,4267,14,182,395,81,1
TCGA-44-6146-01A-11R-1755-07,3119,1425,359,183669,1904,621,26,0,7837,36,1551,11,9,30,2313,3760,5267,4387,233,191,99,135,2544,547,273,224,216,1032,1029,7390,211,260,4981,3400,1569,432,111,495,75918,967,1321,257,2359,6965,46,992,25,476,82,458,257,1982,43,653,809,334,7,4360,4260,101,290,49,72,3947,280,675,4091,263,430,943,288,53554,2136,115,387,25,206,1522,34,1598,5256,338,10,90,1028,4506,6,146,3026,25,7,2369,6776,15918,6,1021,31,104,1858,737,3,105,2,15,42,9004,17,318,827,152,1
TCGA-91-7771-01A-11R-2170-07,3741,1797,460,571,631,654,35,12,3004,71,3234,12,1,17,3889,1743,3648,4240,161,168,16,216,3553,401,163,77,441,785,1139,6583,72,315,304,3579,863,5283,21,633,12447,422,1084,513,2098,2950,13,1537,1,1001,64,781,142,1417,19,768,1227,171,2,5909,2582,2,374,34,20,151,225,433,5142,136,59,806,30,7475,2787,6,227,50,154,581,192,2012,1483,149,4,0,409,2294,55,141,8901,14,0,1123,599,9271,1,617,11,88,2007,44,2,16,0,9,17,11651,4,95,419,63,1
TCGA-44-7670-01A-11R-2066-07,1070,1149,169,1182,743,1047,31,26,4876,853,573,18,4,27,2043,2345,3220,3113,43,42,54,1111,1419,1252,341,121,76,525,463,8497,438,901,482,1235,872,371,1559,130,9272,552,619,449,1062,3438,17,2306,96,162,1023,1479,124,2153,247,483,1058,23,4,5737,6940,31,1363,157,8,187,131,68,2721,184,214,1086,120,30362,1066,7,1893,16,292,640,262,2023,1824,139,143,19,1051,8931,211,253,534,20,9,819,2944,5415,7,4114,23,77,265,307,2,40,0,23,36,12559,9,43,210,110,1
TCGA-49-4501-01A-01R-1206-07,3473,3104,276,1886,1443,1525,56,19,7818,126,1928,26,21,58,6544,7856,7258,5558,87,118,122,209,6046,1364,971,87,253,801,1465,12451,118,992,290,7924,1725,751,78,742,20898,1109,1285,674,1330,12135,14,2073,4,786,300,2128,136,1393,409,948,1235,98,6,5179,6766,9,163,2613,44,71,329,590,2948,43,670,1009,585,89754,3456,13,285,117,831,9178,638,2372,1124,230,20,45,350,8538,549,284,6988,39,0,1291,1503,16121,3,2202,24,37,4248,67,2,30,3,9,59,12601,13,99,140,234,1
TCGA-05-4427-01A-21R-1858-07,480,1044,110,322,820,983,10,4,2589,32,728,5,3,9,572,2403,1398,971,16,24,2,67,309,975,48,35,43,432,367,3909,50,547,60,1031,179,417,16,17,12322,663,527,384,250,1768,14,971,3,67,78,507,13,386,1,226,697,5,263,2485,2679,7,25,10,1,3,49,17,1901,60,82,168,18,4259,7048,0,29,4,334,225,47,490,1288,36,0,1,571,2612,466,119,217,6,0,557,514,10056,0,150,6,21,509,14,0,4,0,8,6,6470,1,28,64,80,1
TCGA-MP-A4T4-01A-11R-A262-07,814,1426,138,37,831,970,11,3,2746,41,2088,8,2,7,1451,3979,4396,3809,26,8,20,82,477,1642,86,20,52,232,1456,1739,19,755,198,1374,487,71,43,125,13502,576,258,654,272,4688,7,1464,3,264,294,899,10,1368,34,357,1156,5,4,5033,2702,0,168,42,0,1,32,26,1469,13,89,242,10,1911,566,2,86,19,149,410,29,599,213,38,19,0,350,6319,47,120,535,5,1,842,452,4274,2,328,6,79,404,45,0,1,0,5,12,9226,2,15,37,31,1
TCGA-44-7671-01A-11R-2066-07,2872,3723,332,6,1111,1035,27,8,3436,69,1345,31,8,19,4039,8714,18835,1266,62,8,0,116,923,804,97,518,103,975,724,8120,36,583,137,4719,828,22786,64,370,32601,307,796,1167,1823,12125,11,2042,7,1066,212,1538,73,1350,10,968,1763,177,0,7163,4140,1,114,55,60,9,318,429,8686,16,42,1634,180,114,2391,11,75,87,77,806,248,1896,2219,227,43,1,229,7968,25,215,3207,12,0,1014,700,14992,0,1386,55,11,1857,25,2,0,0,4,77,13982,4,50,76,169,1
TCGA-78-8660-01A-11R-2403-07,986,1269,117,1829,372,637,14,3,5004,31,971,1,11,7,1611,2854,11375,6326,71,47,7,60,1393,1388,325,140,148,392,939,3120,70,714,178,1852,296,705,43,334,4753,249,1326,521,357,5922,15,1872,21,198,118,527,475,789,51,329,581,37,4,2533,4473,46,131,62,28,24,258,207,1843,173,30,408,346,64199,726,6,110,17,230,424,48,994,4517,83,12,7,930,9103,33,246,1349,13,5,855,7996,9253,2,299,24,27,964,724,4,26,3,9,17,6265,6,50,164,415,1
TCGA-05-4244-01A-01R-1107-07,1241,1617,204,1466,772,611,61,20,3528,42,1021,43,12,18,2390,4340,4251,2696,47,226,8,121,4304,1558,281,72,136,682,601,4918,19,1594,183,1380,184,170,20,106,18110,1155,1176,434,686,4672,19,21031,16,436,704,532,194,1756,31,408,1027,85,4,3244,6408,30,710,110,40,14,193,144,739,134,556,270,86,17795,1741,5,266,11,609,1910,354,927,10076,87,28,12,559,4446,1954,142,1344,10,2,628,3769,10316,4,435,26,143,689,307,19,10,0,10,43,10832,2,79,294,246,1
TCGA-J2-8192-01A-11R-2241-07,2163,4019,434,1709,2302,1527,307,42,2564,170,5234,87,3,12,5311,9628,8816,4678,57,10,6,376,1381,713,129,69,171,847,1744,7162,127,644,511,6092,2031,279,317,446,28414,371,1268,964,837,9724,19,1966,3,624,192,1386,48,2929,150,1170,2741,36,2,9472,3787,1,126,80,0,0,123,69,2363,5,1466,350,24,12504,2104,0,113,38,603,289,573,1423,2503,581,7,0,403,2929,1505,147,1639,30,4,1127,296,19449,2,2351,10,53,1157,67,1,5,1,45,135,17471,2,41,150,57,1
TCGA-L4-A4E5-01A-11R-A24X-07,314,810,92,542,488,702,1,1,3800,31,645,4,5,7,846,1679,1413,1522,11,14,5,31,337,1324,126,55,32,191,420,2724,37,1158,159,844,202,84,21,81,30020,1254,229,194,291,2921,8,933,1,93,312,274,15,1319,9,212,525,4,0,3194,5643,3,51,74,3,7,60,12,2445,125,50,92,25,5986,261,0,37,15,75,303,16,461,2012,26,11,2,604,13512,26,131,198,8,2,468,929,2174,4,216,19,77,126,609,0,12,0,8,12,4591,3,25,126,95,1
TCGA-86-8055-01A-11R-2241-07,2189,3263,310,796,1963,1775,45,6,2202,89,2464,26,2,53,3419,3866,5458,2862,44,96,5,303,652,601,118,53,128,869,1227,4287,103,730,462,6012,1022,131,41,101,21322,392,1148,381,520,2735,79,1847,4,340,324,1319,76,2988,36,834,2228,41,8,9911,4884,38,67,76,10,3,69,140,3196,24,205,349,72,14080,1593,1,395,41,622,497,148,1042,998,308,8,11,664,5800,641,150,1175,14,4,1065,1636,10698,3,2073,15,29,889,53,4,19,1,29,78,14223,4,49,245,187,1
TCGA-55-A48X-01A-11R-A24H-07,2216,1927,145,1182,949,732,18,10,6896,33,1158,13,4,2,1168,2554,2517,4792,48,27,10,112,4737,545,350,192,167,394,1511,2632,152,663,295,2823,684,1341,270,585,6817,646,1125,321,639,4742,15,1090,9,449,98,765,69,1218,79,531,789,39,0,4823,3500,4,418,190,25,18,95,127,840,10,73,508,388,83031,1635,4,107,85,209,543,92,1074,5449,119,60,2,299,2284,77,228,3452,33,0,1087,1442,11292,2,1489,31,76,920,126,19,39,0,12,11,7651,7,29,87,137,1
TCGA-71-8520-01A-11R-2403-07,444,2306,94,1118,871,536,2,0,4171,25,471,12,3,1,604,3951,1825,558,7,2,2,69,147,600,248,5,53,297,418,2682,20,553,70,1456,314,33,15,28,13584,275,65,126,378,3049,0,1008,0,70,136,366,32,1229,10,330,786,1,3,3396,3293,11,29,97,2,2,49,11,853,10,40,97,1,40,252,0,14,7,123,269,23,585,7,41,1,0,278,4447,107,181,13,0,2,903,195,3641,0,230,5,122,27,63,4,2,0,4,16,4398,0,10,28,32,1
TCGA-55-8096-01A-11R-2241-07,1923,2609,575,37,1082,1540,240,10,654,112,1698,161,3,54,3513,2751,4361,2400,44,9,0,151,896,589,278,35,156,395,1274,15142,97,892,1864,8222,916,48,29,212,15596,848,4119,486,560,3757,3,2898,0,633,302,1130,7,2164,53,605,2390,35,9,7461,7270,2,137,57,21,23,148,214,1647,4,1311,271,3,143,1090,1,122,36,342,585,935,1123,1062,473,17,2,229,5939,1967,303,917,19,1,1627,272,15899,6,1762,8,124,1161,73,9,27,0,16,12,17635,0,105,206,285,1
TCGA-97-8171-01A-11R-2287-07,247,9080,67,19937,885,429,4,0,10442,53,372,2,5,4,811,762,1271,446,203,4,700,339,482,1964,257,1151,15,178,543,14104,14,1574,412,737,136,1777,1,68,10246,249,68661,132,8254,7347,7,678,0,47,2148,645,2,2134,32,220,558,18,192,3017,4695,0,244,3459,0,72,155,10,29786,3,391,57,10770,1421992,310,2,34,3,37,216,8,355,86,37,0,23,377,13934,123,61,148,4,0,366,679,7774,0,639,65,73,122,79,0,0,0,0,1,4810,425,28,32,83,1
TCGA-55-A492-01A-11R-A24H-07,1243,879,162,307,688,1614,10,11,2687,48,383,10,115,9,6708,4944,5442,2468,59,16,3,56,957,215,371,173,170,344,1071,3150,58,592,126,2115,351,1958,33,207,8456,303,1246,475,1087,5990,0,2952,2,553,264,913,38,213,46,826,615,123,0,958,3423,10,21,158,102,8,688,695,840,1175,130,585,863,54902,2022,8,106,19,52,767,270,886,2114,53,3,4,111,3555,268,536,2743,18,1,635,2856,12483,0,252,78,9,3256,150,0,9,0,3,734,9101,0,104,214,124,1
TCGA-95-7567-01A-11R-2066-07,640,1298,207,9,1266,1560,2,0,4758,37,2019,6,8,4,1177,3044,2004,3975,9,7,1,77,2264,924,1585,3,57,587,994,4792,22,1293,116,1672,402,39,32,19,18541,1092,457,538,718,5783,0,1992,0,139,360,1139,7,2485,4,532,1173,0,0,3814,7369,0,25,14,0,0,71,0,2068,17,56,178,1,53,5510,1,644,7,357,318,65,966,29757,49,1,0,597,12943,52,237,60,8,2,799,3205,35535,0,202,6,22,221,210,1,194,0,4,250,12440,0,48,29,91,1
TCGA-44-3396-01A-01R-1206-07,1637,4687,394,80,1106,1238,12,1,2553,75,3669,21,3,3,5404,5906,4843,6003,64,14,2,352,700,699,209,24,207,867,2650,5633,83,638,370,5414,1125,58,14,27,16889,306,1833,1782,1588,10850,9,4152,0,373,220,2801,78,2407,13,1043,1948,4,1,9900,5494,1,46,62,8,9,332,21,1650,49,95,842,8,180,8446,3,113,51,491,897,103,2969,537,447,9,3,1034,6599,539,343,484,29,1,1407,544,20653,2,912,14,90,321,77,2,1,0,13,137,26277,2,164,208,195,1
TCGA-69-7974-01A-11R-2187-07,2184,3645,385,10351,1268,767,32,10,13513,83,1924,11,84,37,2911,7110,13292,4575,70,125,23,167,5129,1429,469,326,256,944,2180,10149,263,845,426,3519,463,2217,186,472,31993,1316,3250,1376,1165,20352,92,3638,31,868,224,1624,164,4503,28,769,2085,101,18,6024,6038,43,276,172,42,36,398,388,1233,386,99,1271,772,101464,6649,11,269,44,345,1038,103,2305,15431,476,57,8,2823,9431,286,598,2263,81,4,1592,5160,18214,14,926,37,89,1049,793,5,123,2,36,85,18558,55,65,353,273,1
TCGA-44-6775-01C-02R-A277-07,864,1592,253,357,894,79,55,8,972,17,1547,14,5,6,762,1747,1263,362,71,30,2,325,818,794,9,270,116,385,115,1178,98,106,46,550,102,24,229,72,3265,284,540,294,651,3153,28,245,3,641,20,624,144,1495,0,319,431,30,0,4507,1783,0,81,83,2,0,10,93,449,2,18,236,8,949,936,0,132,20,281,475,23,536,3404,175,38,1,931,81,25,16,2137,52,0,312,65,2705,2,500,74,197,535,11,0,2,2,8,57,3621,9,29,133,8,1
TCGA-44-6775-01A-11R-1858-07,1119,2761,349,46,962,942,18,11,1304,85,823,39,2,20,1475,1964,2228,1947,12,8,0,120,1401,540,148,184,60,463,844,3096,50,467,418,2323,783,53,221,84,18308,290,354,453,300,4661,2,1452,0,216,156,1534,67,1743,12,576,1356,4,0,5623,4039,3,27,37,0,7,50,21,2537,4,448,153,13,1841,491,4,75,8,472,423,61,617,409,116,16,2,360,2434,923,70,181,13,1,519,133,9066,0,1209,8,32,418,278,2,2,1,3,37,8420,1,30,68,21,1
TCGA-44-6775-01A-11R-A278-07,526,3516,315,73,933,275,25,26,640,34,704,12,4,9,951,1421,1628,1476,15,9,0,146,1275,548,136,135,25,479,546,2819,49,313,477,987,266,38,246,58,13523,180,346,411,216,4395,2,1351,0,269,52,1131,62,2145,3,416,1703,15,1,6585,3102,0,22,24,1,10,21,23,2097,4,306,77,12,1356,401,1,62,4,491,323,34,603,426,131,20,0,346,1887,563,68,154,17,1,493,76,7138,1,1384,13,25,397,96,3,1,1,3,24,7568,1,28,47,10,1
TCGA-44-2656-01A-02R-A278-07,1096,3533,314,2395,1071,72,115,8,4588,18,2407,12,16,20,2560,6595,6002,2106,103,289,8,263,2279,1166,261,220,49,1762,284,7658,160,461,237,1629,97,489,135,151,11465,578,1547,824,1006,18204,74,1563,13,830,88,1040,181,5005,2,514,1008,85,1,7436,7785,54,107,138,3,1,109,467,2579,223,546,321,64,28955,3479,2,242,27,388,386,743,1460,7639,405,23,28,1706,1862,282,26,4709,30,1,995,2182,12128,2,540,78,131,2211,52,10,14,2,12,53,15768,10,60,424,85,1
TCGA-NJ-A4YP-01A-11R-A262-07,2068,1916,239,13,2071,2491,5,0,840,28,2502,27,2,3,1551,2987,5832,4270,133,15,7,207,7498,825,297,696,89,1194,2847,5713,116,1875,1871,2142,1070,187,15,37,34379,231,1118,519,410,13029,3,3781,0,190,1126,1029,11,1801,8,1089,2664,65,0,6541,8458,0,121,97,0,18,174,12,2956,10,171,282,7,1,1125,1,39,61,137,954,49,1846,978,99,0,0,501,11489,142,421,8,19,2,1508,7012,47265,0,894,18,61,342,415,7,34,0,6,53,18576,0,88,125,91,1
TCGA-44-2656-01B-06R-A277-07,672,1756,176,1276,825,136,52,11,1676,11,1330,16,7,15,653,2722,2591,600,72,193,2,177,1141,931,23,307,71,807,130,1208,147,104,74,576,119,51,52,102,3887,671,609,396,515,5915,72,337,6,625,15,384,80,2254,5,311,419,61,8,2667,1230,4,72,69,2,3,24,129,280,40,47,223,36,3085,1214,1,185,6,148,101,67,520,1964,288,20,13,1763,168,52,10,1926,24,6,401,310,3655,2,241,114,246,532,31,4,8,8,14,193,3736,0,24,466,56,1
TCGA-53-7813-01A-11R-2170-07,112,233,38,313,103,85,0,1,6246,8,283,0,0,0,377,505,866,619,9,4,11,63,156,144,20,46,11,48,112,1621,33,514,54,280,71,35,3,11,10069,393,118,85,92,807,15,195,0,11,81,156,4,220,0,82,108,1,0,1512,3177,1,11,58,0,1,22,18,2912,0,18,30,12,893,161,0,13,2,118,53,5,102,268,216,1,0,424,809,29,6,48,4,0,250,274,3427,0,174,4,36,117,4,0,5,0,0,6,2566,0,9,12,6,1
TCGA-35-4122-01A-01R-1107-07,1048,1191,110,971,224,598,6,4,2938,92,928,5,0,19,2760,11810,10881,3067,38,1,8,115,273,308,178,41,82,223,705,2929,1020,471,91,1385,281,536,10,43,5811,78,1172,915,479,5449,5,1924,5,166,161,936,38,990,11,317,512,40,2,2096,5669,4,36,33,3,5,209,262,677,33,524,229,30,20698,424,0,69,18,221,215,1025,1442,1519,19,12,1,851,3656,1214,65,1472,13,0,396,944,3907,1,301,19,6,652,79,0,10,0,12,13,12213,1,37,66,71,1
TCGA-86-8056-01A-11R-2241-07,2366,6812,442,1082,1174,1158,78,19,3933,93,2799,52,12,22,4713,8210,5120,4302,122,111,11,244,6096,948,2228,395,424,1060,2292,12866,143,8282,397,4230,542,444,165,357,26638,7520,13897,849,2498,9685,17,2661,6,550,113,1537,77,3973,5,997,1762,132,0,6810,11118,2996,74,186,157,11,267,754,1878,321,710,972,229,44600,2833,17,229,52,653,1071,275,2168,14324,333,30,3,605,6079,668,202,5653,13,1165,1355,1673,15477,0,909,42,164,2065,179,19,10,0,27,16,15526,10,155,486,119,1
TCGA-78-7159-01A-11R-2039-07,356,900,124,38,302,384,1,2,3062,15,495,2,0,1,1394,627,1454,2125,21,9,0,149,149,194,55,22,43,488,309,2639,31,577,244,1655,253,45,0,18,27753,269,562,176,276,2619,3,1617,0,108,96,350,5,585,1,439,824,13,0,4543,4939,1,24,47,0,8,86,24,10114,49,26,76,4,121,611,0,57,15,391,226,83,1067,24,483,1,0,789,5714,145,52,70,15,1,1486,124,3329,1,319,7,67,728,4,0,2,0,17,24,10165,1,22,33,32,1
TCGA-91-8497-01A-11R-2403-07,4107,1877,304,689,438,1125,125,20,4715,99,3508,40,4,15,1576,1104,2690,3670,100,11,3,139,755,362,269,211,421,548,659,4408,71,423,519,5255,1006,2137,76,822,7185,710,2012,281,782,4543,38,1705,12,1114,95,758,124,905,6,722,1244,202,0,4551,2593,15,141,161,181,71,204,631,3408,32,548,612,131,45328,1688,4,83,103,269,2254,510,1503,3111,105,10,8,335,1684,594,414,9938,39,1,1093,1124,5479,0,796,19,71,3304,20,0,34,0,14,19,9645,4,42,107,246,1
TCGA-86-8074-01A-11R-2241-07,1213,3352,337,229,2726,1181,17,28,3327,72,1373,18,1,26,1952,5257,3254,2479,27,9,8,151,1499,972,72,18,103,634,860,13151,52,1096,146,2577,557,139,32,60,31175,688,508,476,283,4505,3,1915,2,263,470,1279,18,4053,36,557,1737,9,1,11026,4568,3,107,56,3,1,81,44,3541,13,81,162,5,2076,551,0,59,9,348,1451,54,937,915,73,41,4,282,7549,285,127,216,9,0,1021,358,10376,6,764,5,41,282,38,1,25,1,22,66,11152,0,30,100,59,1
TCGA-05-4249-01A-01R-1107-07,1328,5832,185,1328,870,938,23,76,7858,103,1488,12,2,13,1729,1742,2750,2721,49,20,3,87,1336,722,144,44,188,833,1436,13320,66,776,260,2739,503,501,22,236,45923,2050,740,441,523,3847,5,1794,4,282,185,716,38,2168,14,767,1223,43,3,3501,8668,21,139,104,19,16,355,227,10990,73,157,267,69,8666,1106,5,111,25,543,368,16,1004,2165,152,25,7,462,5137,179,127,2752,50,1,1025,3363,11853,2,3858,8,53,710,124,8,126,0,27,18,10638,4,54,186,175,1
TCGA-78-7145-01A-11R-2039-07,548,1362,117,417,488,341,39,7,4534,57,389,4,0,21,1108,4399,3645,1047,11,18,1,89,284,1228,361,34,46,277,278,3453,63,473,100,1456,205,138,58,45,5971,319,380,195,639,4930,2,1179,0,98,137,532,25,1510,8,275,857,6,0,2619,8577,4,18,33,1,1,45,38,3997,17,310,78,11,6351,968,0,79,3,47,215,79,545,3792,57,2,4,384,3815,888,79,180,4,0,323,437,8045,2,343,12,32,317,27,0,6,0,3,12,6518,3,51,137,78,1
TCGA-78-7158-01A-11R-2039-07,298,7717,92,1492,696,373,16,4,5407,74,707,9,1,9,666,677,1022,924,14,9,21,171,431,599,254,190,28,272,428,7382,235,1273,125,865,173,312,10,45,3908,430,328,153,5372,4905,0,701,9,63,128,574,18,2722,6,232,498,5,63,3016,3685,4,20,1120,8,399,98,67,1468,33,385,98,6,1116,344,5,33,3,59,5639,11,381,5254,142,0,70,363,4922,504,80,417,6,0,512,1102,7208,0,605,7,34,226,21,0,17,0,8,16,4474,50,34,58,58,1
TCGA-71-6725-01A-11R-1858-07,620,869,165,274,1884,1102,3,3,17161,56,200,6,5,0,2191,12125,6424,677,25,16,2,61,5685,1814,473,32,34,761,2167,4561,23,1255,49,829,162,4481,563,40,28069,3071,479,489,650,7077,1,1263,0,91,387,391,15,1352,10,578,769,1,0,2097,5114,1,57,36,9,13,275,34,6718,29,73,395,58,15892,3105,3,23,9,158,592,64,975,14686,78,2,3,465,10017,54,150,240,4,2,601,2746,10174,0,1530,6,16,342,54,0,249,0,4,44,8737,2,24,62,64,1
TCGA-86-7714-01A-12R-2170-07,348,2389,79,10,320,211,8,57,1309,14,559,2,1,3,726,972,1207,459,7,6,0,39,203,258,13,153,97,207,248,2664,506,127,188,1304,545,87,19,84,12327,144,9,183,256,10237,0,526,1,164,40,201,5,810,0,235,329,6,0,869,2441,0,10,49,7,30,39,79,1140,20,15,323,14,11,939,2,25,30,152,136,13,388,1874,33,0,3,38,254,36,44,2236,13,0,176,81,5416,0,207,5,10,816,112,0,1,0,3,2,3729,0,12,21,26,1
TCGA-55-6983-01A-11R-1949-07,1817,1964,219,1809,476,1139,18,3,4275,51,2287,18,4,9,1827,1524,3082,7212,37,45,15,172,899,582,230,156,172,751,1079,4430,198,900,372,4063,1084,630,55,229,26517,595,1031,345,886,5884,9,1814,49,661,144,838,89,1067,56,806,1165,14,0,5998,5541,15,129,83,13,48,1591,63,12929,2,108,441,31,11487,1328,2,87,45,336,634,167,1669,3166,1489,66,2,579,6421,107,210,4304,42,3,2332,3082,11127,2,934,28,23,1873,210,2,19,0,20,29,11836,3,53,102,187,1
TCGA-78-7163-01A-12R-2066-07,94,218,74,1,479,187,2,2,470,6,132,2,0,3,662,4631,966,1389,5,2,0,12,195,455,51,519,1,74,530,5324,6,1027,16,287,2133,1946,6,53,18252,1493,179,134,71,15259,0,184,0,42,309,182,0,814,13,66,104,0,0,1659,7841,0,52,111,7,5,7,77,10780,1,96,94,1,11,1939,0,22,3,555,54,0,138,752,192,1,0,29,2978,3,81,101,2,1,82,90,13157,0,40,22,8,227,99,1,0,0,2,10,5779,0,7,7,5,1
TCGA-62-A46Y-01A-11R-A24H-07,1397,1163,193,1034,698,658,53,7,32331,45,1399,28,2,17,1661,3864,3600,2353,51,95,5,130,643,523,160,116,73,333,993,4703,60,603,198,1088,225,979,224,141,11351,514,1338,503,909,9200,17,1424,10,264,107,730,77,752,21,370,996,43,4,2081,4057,22,79,179,24,23,95,161,999,94,319,205,131,43808,2864,7,157,12,231,413,474,756,2717,102,73,10,614,3078,899,138,1964,22,1,539,2365,7148,2,304,22,31,758,449,11,26,0,6,17,7883,15,178,272,72,1
